Site_no,date_time,Date,Time,Jump,Wink,Swim,Flip,Fin,Gill,Cave,Chase,BeChased,Contact,P_station,P_sea,Tmp,RH,Wd,Pre_amount,Pre_period,SST,Tide_ht
5,2.00805E+13,24/5/2008,10:20:23,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:20:36,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:20:42,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:20:49,-9999,1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:20:57,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:20:58,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,416
5,2.00805E+13,24/5/2008,10:21:08,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:21:29,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:21:46,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:21:52,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:21:55,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:02,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:11,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:24,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:25,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:42,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:52,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:22:56,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:23:04,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:23:38,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:23:50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:23:59,-9999,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:00,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:11,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:22,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:23,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:47,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:52,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:24:56,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:25:02,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:25:13,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:25:29,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:25:54,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:25:56,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:26:08,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:26:41,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:26:59,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,449
5,2.00805E+13,24/5/2008,10:27:03,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:27:10,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:27:11,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:27:18,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:29:24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:29:37,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:29:39,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:29:46,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:00,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:05,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:10,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:25,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:36,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:37,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:30:52,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:07,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:16,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:17,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:18,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:23,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:31:26,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:32:48,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,483
5,2.00805E+13,24/5/2008,10:33:00,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:33:16,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:33:34,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:33:53,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:34:07,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:34:17,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:34:47,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
5,2.00805E+13,24/5/2008,10:34:56,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,517
6,2.00805E+13,24/5/2008,10:51:13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:51:20,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:51:21,-9999,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:52:38,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:53:07,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:53:26,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:54:05,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:54:11,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:54:44,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:55:02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:55:33,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:56:13,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:56:14,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,630
6,2.00805E+13,24/5/2008,10:58:03,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:04,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:08,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:17,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:24,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:40,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:42,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:58:44,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,10:59:50,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1001.9,1004.1,31.8,63,3.7,0,0,24,667
6,2.00805E+13,24/5/2008,11:00:05,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:00:21,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:01:04,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:01:10,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:01:18,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:01:23,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:01:24,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:02:05,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:02:42,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,667
6,2.00805E+13,24/5/2008,11:04:27,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:04:37,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:04:47,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:04:53,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:27,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:28,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:30,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:31,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:32,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:05:59,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:13,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:16,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:30,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:31,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:35,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:40,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:06:45,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:07:50,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:07:55,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:08:41,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,704
6,2.00805E+13,24/5/2008,11:09:08,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:09:47,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:10:01,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:10:23,-9999,-9999,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:10:31,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:10:32,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:11:14,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:11:17,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:12:22,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:12:28,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:12:33,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:12:34,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:12:45,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:13:06,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:13:22,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:13:23,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:13:31,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:13:59,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:14:11,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:14:16,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:14:24,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:14:58,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,741
6,2.00805E+13,24/5/2008,11:15:26,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:15:28,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:15:56,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:15:59,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:16:23,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:17:04,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:17:25,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:17:36,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:17:48,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:17:51,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:18:38,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
6,2.00805E+13,24/5/2008,11:18:41,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1002.4,1004.7,29.2,78,3.5,0,0,23.9,779
