Site_no,date_time,Date,Time,Jump,Wink,Swim,Flip,Fin,Gill,Cave,Chase,BeChased,Contact,P_station,P_sea,Tmp,RH,Wd,Pre_amount,Pre_period,SST,Tide_ht
1,2.00805E+13,17/5/2008,13:23:04,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:19,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:24,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:37,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:50,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:54,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:23:55,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:24:04,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:24:32,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:24:45,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:24:47,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:25:04,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:25:05,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:25:30,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:25:35,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:25:45,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:02,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:08,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:24,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:30,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:33,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:53,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:26:55,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,264
1,2.00805E+13,17/5/2008,13:27:24,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:27:26,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:34,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:40,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:47,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:55,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:56,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:28:58,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:29:13,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:29:13,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:29:31,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:29:33,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:29:44,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:30:02,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:30:39,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:30:45,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:31:39,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:31:55,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:31:57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:32:04,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:32:15,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:32:34,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:32:56,-9999,1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,218
1,2.00805E+13,17/5/2008,13:33:17,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:33:26,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:33:27,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:33:33,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:33:36,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:04,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:14,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:25,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:34,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:43,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:44,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:34:50,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:35:06,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:35:55,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:00,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:07,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:13,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:19,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:55,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:57,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:36:58,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:03,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:06,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:08,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:10,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:28,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:40,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:48,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:37:54,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:38:02,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:38:46,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:38:47,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:38:50,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,173
1,2.00805E+13,17/5/2008,13:39:16,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:39:21,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:39:30,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:39:34,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:39:41,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:40:44,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:40:50,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:41:08,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:41:32,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:08,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:09,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:24,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:27,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:35,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:53,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:42:59,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:12,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:15,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:19,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:24,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:43,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:53,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:55,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:43:57,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:44:24,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:44:33,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,130
1,2.00805E+13,17/5/2008,13:45:23,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:45:32,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:46:17,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:46:22,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:46:32,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:46:53,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:46:57,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:47:02,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:47:04,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:47:21,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:03,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:14,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:34,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:44,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:50,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:48:54,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:49:16,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:49:24,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:49:42,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:49:51,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:00,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:10,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:11,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:17,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:18,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:31,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:50:53,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,87
1,2.00805E+13,17/5/2008,13:51:12,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:51:21,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:51:29,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:51:45,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:51:46,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:51:55,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:52:14,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:52:24,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:52:46,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:53:05,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:53:07,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:53:45,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,45
1,2.00805E+13,17/5/2008,13:59:04,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
1,2.00805E+13,17/5/2008,13:59:06,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
1,2.00805E+13,17/5/2008,13:59:15,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
1,2.00805E+13,17/5/2008,13:59:30,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
1,2.00805E+13,17/5/2008,13:59:45,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
1,2.00805E+13,17/5/2008,13:59:46,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1004.9,1007.2,26.7,83,1.5,0,0,23.4,6
